title,price,discount_price,discount,resolution,screen_width,os,cpu,cpu_proc_speed,gpu,ram,storage,front_camera,rear_camera,battery,size,weight,brand,link
MÁY TÍNH BẢNG THÔNG MINH,599000.0,599000.0,0%,,,,,,,,,,,,,,OEM,https://tiki.vn/may-tinh-bang-thong-minh-fisher-price-p261984490.html?spid=261984493
Máy tính bảng Samsung Galaxy Tab S8 Plus (8GB/128GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,24041000.0,24041000.0,0%,2800 x 1752 Pixel,12.4 inch,,Snapdragon 8 Gen 1 8 nhân,"1 nhân 2.99 GHz, 3 nhân 2.4 GHz & 4 nhân 1.7 GHz",Adreno 730,,,,,10090 mAh,Dài 285 mm - Ngang 185 mm - Dày 5.7 mm,572 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-plus-8gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p178607570.html?spid=216715684
Máy tính bảng Samsung Galaxy Tab S7 FE - Hàng Chính Hãng,13500000.0,13500000.0,0%,Full HD+ (1080 x 2246 pixels),,,Mediatek MT8768T Helio P22T,4 nhân 2.3 GHz và 4 nhân 1.8 GHz,Andreno 619,,,,,10090 mAh,,608g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s7-fe-hang-chinh-hang-p112695200.html?spid=196284535
Máy Tính Bảng Samsung Galaxy Tab A7 3GB/64GB - Hàng Chính Hãng,7988000.0,7189000.0,10%,,10.3 inch,,Snapdragon 662 8 nhân,4 nhân 2 GHz & 4 nhân 1.8 GHz,Adreno 610,3GB,64GB,5MP,8MP,7040 mAh,"Kích thước, khối lượng:
Dài 247.6 mm - Ngang 157.4 mm - Dày 7 mm - Nặng 477 g",477g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a7-3gb-64gb-hang-chinh-hang-p136876846.html?spid=136876850
Máy Tính Bảng Samsung Galaxy Tab S8 8GB | 128GB - Hàng Chính Hãng,20500000.0,20500000.0,0%,,,,,,,,,,,,,,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-8gb-128gb-hang-chinh-hang-p175772412.html?spid=208289370
Máy Tính Bảng Samsung Galaxy Tab S7 FE WIFI T733 (4GB/64GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,12941000.0,12941000.0,0%,,,,Snapdragon 750G,,Adreno 619,4 GB,,,,10090 mAh,,,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s7-fe-wifi-t733-4gb-64gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p134844715.html?spid=249347406
Máy tính bảng Samsung Galaxy Tab A7 Lite 32GB Xám - Hàng Chính Hãng,3216000.0,3216000.0,0%,,,,,,,3GB,32GB,,,,,,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a7-lite-32gb-xam-hang-chinh-hang-p186149961.html?spid=196284470
Máy Tính Bảng Samsung Galaxy Tab S7 FE LTE T735 (4GB/64GB) - Hàng Chính Hãng,12941000.0,12941000.0,0%,,12.4 inch,,Snapdragon 750G,,,4GB,64GB,5.0 MP,8.0 MP,10090mAh,,608g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s7-fe-lte-t735-4gb-64gb-hang-chinh-hang-p113920312.html?spid=196284590
Điện Thoại Masstel Tab 10A 3GB/32GB - Hàng Chính Hãng,3768000.0,2939000.0,22%,,,,MediaTek MT8765WA 4 nhân,4 nhân 1.5 GHz,IMG PowerVR GE8100,3GB,32GB,,,6000mAh,Dài 244 mm - Ngang 164 mm - Dày 9 mm - Nặng 450 g,450 g,Masstel,https://tiki.vn/dien-thoai-masstel-tab-10a-3gb-32gb-hang-chinh-hang-p160450655.html?spid=160450659
Máy tính bảng Samsung Galaxy Tab A8 - Hàng chính hãng,5856000.0,5856000.0,0%,1920 x 1200 pixels,,,UniSOC T618,2 nhân 2.0 GHz & 6 nhân 2.0 GHz,Mali G52 MP2,,,,,7040 mAh,,508 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a8-hang-chinh-hang-p160556149.html?spid=196285483
Máy tính bảng Samsung Galaxy Tab S8 8GB/128GB - Hàng chính hãng,20500000.0,20500000.0,0%,,,,Snapdragon 8 Gen 1 8 nhân,"1 nhân 2.99 GHz, 3 nhân 2.4 GHz & 4 nhân 1.7 GHz",Adreno 730,8 GB,128 GB,,,8000 mAh,Dài 253.8 mm - Ngang 165.3 mm - Dày 6.3 mm - Nặng 507 g,507 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-8gb-128gb-hang-chinh-hang-p194519454.html?spid=208289387
Máy tính bảng Xelex Gama Tab X8 EDU (Hàng chính hãng),2890000.0,2890000.0,0%,1280 x 800 HD,,,4-core CPU,,,3 GB,32 GB,,,5000 mAh,,289g,XELEX,https://tiki.vn/may-tinh-bang-xelex-gama-tab-x8-edu-p249782771.html?spid=249782772
Máy tính bảng Samsung Galaxy Tab A8 64GB Xám (2022) - Hàng Chính Hãng,5856000.0,5856000.0,0%,1920 x 1200 pixels,10.5 inch,,UniSOC T618,2 nhân 2.0 GHz & 6 nhân 2.0 GHz,Mali G52 MP2,4gb,64gb,,,7040 mAh,,508g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a8-64gb-xam-2022-hang-chinh-hang-p188948039.html?spid=196285860
Máy tính bảng HANET Smart Edu Tablet Model T432 - Hàng Chính Hãng,3300000.0,3300000.0,0%,,10.1 inch,,,,,,,,,5000,,1 kg,HANET,https://tiki.vn/may-tinh-bang-hanet-smart-edu-tablet-model-t432-hang-chinh-hang-bao-hanh-12-thang-p176909016.html?spid=176909017
Máy Đọc Sách Kindle Oasis 32G - Hàng Nhập Khẩu - Xám,7499000.0,7499000.0,0%,300 PPI,7 inch,,,,,,,,,,15.9 x 14.1 x 0.34 mm,194gr,Kindle,https://tiki.vn/may-doc-sach-kindle-oasis-32g-hang-nhap-khau-xam-p2360457.html?spid=17616570
Máy tính bảng Samsung Galaxy Tab A8 (4GB/64GB) - Hàng Chính Hãng,5856000.0,5856000.0,0%,Full HD (1920 x 1080),10.5 inch,,Snapdragon 662,,,4,64,,,7040,,,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a8-4gb-64gb-hang-chinh-hang-p217158870.html?spid=207923838
Máy tính bảng Samsung Galaxy Tab S8 (8gb/128gb) - Hàng chính hãng,19416000.0,19416000.0,0%,,,,,,,,,,,,,,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-8gb-128gb-hang-chinh-hang-p162593229.html?spid=262509352
Máy tính bảng Samsung Galaxy Tab S8 Plus (8GB/128GB),24000000.0,24000000.0,0%,,,,,,,,,,,,,,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-plus-8gb-128gb-hang-chinh-hang-p162593286.html?spid=196285753
"Máy tính bảng Oukitel RT1 - hàng chính hãng (chống nước,chống va đập , pin khủng,pin 10.000mAh,màn hình 10,1 inch,Ram 4Gb,Rom 64Gb,tám nhân,học online)",6990000.0,6990000.0,0%,,,,,,,,,,,,,,Oukitel,https://tiki.vn/may-tinh-bang-oukitel-rt1-chong-nuoc-chong-va-dap-pin-khung-pin-10-000mah-man-hinh-10-1-inch-ram-4gb-rom-64gb-tam-nhan-hoc-online-hang-chinh-hang-p188030974.html?spid=188030975
Máy tính bảng Samsung Galaxy Tab A8 (2022) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,5856000.0,5856000.0,0%,,,,UniSOC T618,2 nhân 2.0 GHz & 6 nhân 2.0 GHz,UniSOC T618,,,,,7040 mAh,Dài 246.8 mm - Ngang 161.9 mm - Dày 6.9 mm - Nặng 508 g,508 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a8-2022-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p164697930.html?spid=216715453
Máy tính bảng Samsung Galaxy Tab S8 Ultra 8GB/128GB - Hàng chính hãng,30000000.0,30000000.0,0%,,,,Snapdragon 8 Gen 1,"1 nhân 2.99 GHz, 3 nhân 2.4 GHz & 4 nhân 1.7 GHz",Adreno 730,8 GB,128 GB,,,11200 mAh,Dài 326.4 mm - Ngang 208.6 mm - Dày 5.5 mm - Nặng 728 g,728 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-ultra-8gb-128gb-hang-chinh-hang-p194523288.html?spid=208289182
Máy tính bảng Samsung Galaxy Tab S8 (8GB/128GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,19416000.0,19416000.0,0%,QHD (2560 x 1600),11 inch,,Snapdragon 8 Gen 1 8 nhân,"1 nhân 2.99 GHz, 3 nhân 2.4 GHz & 4 nhân 1.7 GHz",Adreno 730,,,,,8000 mAh,,507 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-8gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p178606785.html?spid=216736981
Máy Tính Bảng Samsung Galaxy Tab S8 Ultra 5G (8GB/128GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,30990000.0,30990000.0,0%,,,,Snapdragon 8 Gen 1 8 nhân,,Adreno 730,,,,,11200 mAh,Dài 326.4 mm - Ngang 208.6 mm - Dày 5.5 mm,,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-ultra-5g-8gb-128gb-da-kich-hoat-dien-tu-hang-chinh-hang-p169459856.html?spid=169459858
Máy Tính Bảng Samsung Galaxy Tab S8 5G (8GB/128GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,19416000.0,19416000.0,0%,QHD (2560 x 1600),,,Snapdragon 8 Gen 1 8 nhân,"1 nhân 2.99 GHz, 3 nhân 2.4 GHz & 4 nhân 1.7 GHz",Adreno 730,,,,,8000 mAh,Dài 253.8 mm - Ngang 165.3 mm - Dày 6.3 mm,507 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-5g-8gb-128gb-da-kich-hoat-dien-tu-hang-chinh-hang-p169457923.html?spid=216715023
"Máy tính bảng OUKITEL RT2 chắc chắn (chống nước,chống va đập ,pin xài lâu,Pin 20.000Mah, Màn hình 10,1 inch,Ram 8GB,Rom 128 GB, lõi tám nhân,Máy ảnh 16MP,Android 12,sạc nhanh 33W)- hàng chính hãng",8990000.0,8990000.0,0%,,,,,,,,,,,,,,Oukitel,https://tiki.vn/may-tinh-bang-oukitel-rt2-chac-chan-chong-nuoc-chong-va-dap-pin-xai-lau-pin-20-000mah-man-hinh-10-1-inch-ram-8gb-rom-128-gb-loi-tam-nhan-may-anh-16mp-android-12-sac-nhanh-33w-hang-chinh-hang-p258787119.html?spid=258787121
Máy Tính Bảng Samsung Galaxy Tab S8+ 5G (8GB/128GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,24041000.0,24041000.0,0%,,,,Snapdragon 8 Gen 1 8 nhân,"1 nhân 2.99 GHz, 3 nhân 2.4 GHz & 4 nhân 1.7 GHz",Adreno 730,,,,,10090 mAh,Dài 285 mm - Ngang 185 mm - Dày 5.7 mm,572 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-5g-8gb-128gb-da-kich-hoat-dien-tu-hang-chinh-hang-p169459378.html?spid=216714870
"Máy tính bảng Masstel Tab 10.4"" (4GB/64GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ",4800000.0,4800000.0,0%,,,,Unisoc T610 8 nhân,"Micro SD, hỗ trợ tối đa 128 GB",,,,,,6000 mAh,Dài 246.8 mm - Ngang 156.6 mm - Dày 8.2 mm - Nặng 440 g,440 g,Masstel,https://tiki.vn/may-tinh-bang-masstel-tab-10-4-4gb-64gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p136364272.html?spid=261810384
Máy tính bảng Samsung Galaxy Tab A7 Lite - Hàng chính hãng,4474000.0,3490000.0,22%,,,,"Quad 2.3GHz,Quad 1.8GHz; Octa-Core; Mediatek MT8768T","2.3GHz, 1.8GHz",Mediatek MT8768T,3GB,32GB,,,5100mAh,212.5 x 124.7 x 8.0mm,371g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a7-lite-chinh-hang-p181699051.html?spid=181699052
"Máy tính bảng chắc chắn oukitel RT5 (chống nước,chống va đập,pin 11.000mAh,Màn hình 10.1 inch FHD, Ram 14Gb,Rom 256Gb, CPU : Mediatek 8788,lõi 8, lên đến 2.0 GHz, Camera Trước,sau 16 MP, Android 13)- hàng chính hãng",7490000.0,7490000.0,0%,,,,,,,,,,,,,,Oukitel,https://tiki.vn/may-tinh-bang-chac-chan-oukitel-rt5-chong-nuoc-chong-va-dap-pin-11-000mah-man-hinh-10-1-inch-fhd-ram-14gb-rom-256gb-cpu-mediatek-8788-loi-8-len-den-2-0-ghz-camera-truoc-sau-16-mp-android-13-hang-chinh-hang-p271799133.html?spid=271799134
Máy tính bảng Samsung Galaxy Tab S8 Plus (8gb/128gb) - Hàng chính hãng,25000000.0,25000000.0,0%,,,,,,,,,,,,,,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s8-plus-8gb-128gb-hang-chinh-hang-p169314326.html?spid=208289226
Máy tỉnh bảng Samsung Galaxy Tab A8 -Hàng chính hãng,5856000.0,5856000.0,0%,1920 x 1200 pixels,10.5 inch,,UniSOC T618,2 nhân 2.0 GHz & 6 nhân 2.0 GHz,Mali G52 MP2,4 GB,64 GB,,,7040mAh,Dài 246.8 mm - Ngang 161.9 mm - Dày 6.9 mm,508 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a8-chinh-hang-p181699208.html?spid=196284763
Máy Tính Bảng Samsung Galaxy Tab S6 Lite (4GB/64GB) SM-P615 ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,6880000.0,6880000.0,0%,,,,,4 nhân 2.3 GHz & 4 nhân 1.7 GHz,Yes,,,,,7040 mAh,,467 g,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s6-lite-4gb-64gb-sm-p615-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p82075493.html?spid=216715110
Máy Tính Bảng Galaxy Tab A8 4GB | 64GB - Hàng Chính Hãng,5856000.0,5856000.0,0%,,10.5 inch,,,,,4,64,,,,,,Samsung,https://tiki.vn/may-tinh-bang-galaxy-tab-a8-4gb-64gb-hang-chinh-hang-p175851126.html?spid=196285819
Samsung Galaxy Tab A7 Lite 32G T225N - Hàng Chính Hãng,4612000.0,3690000.0,20%,,,,Mediatek Helio P22T,,,,,,,5100 mAh,,,Samsung,https://tiki.vn/samsung-galaxy-tab-a7-lite-32g-t225n-hang-chinh-hang-p141513830.html?spid=141513831
Máy tính bảng Edutab 10.1 Pro & Case da tặng Hệ thống quản lý học tập & kiểm soát dành cho Phụ huynh trọn đời,4989000.0,4490000.0,10%,,,,,,,,,,,,,,Masstel,https://tiki.vn/combo-sieu-hot-tablet-giao-duc-masstel-tab-10-1-pro-hang-chinh-hang-tang-goi-giai-phap-12-thang-ung-dung-nexta-tieu-hoc-tri-gia-2-trieu-p263438199.html?spid=263438200
Combo Máy Đọc Sách Kindle Paperwhite Gen 10 và Bao da WELL BEGUN,3050000.0,3050000.0,0%,,,,,,,,,,,,6.6” x 4.6” x 0.3” ( 167 x 116 x 8.18 mm),,Kindle,https://tiki.vn/combo-may-doc-sach-kindle-paperwhite-gen-10-8gb-mau-den-va-bao-da-well-begun-hang-nhap-khau-p11217956.html?spid=11217964
Máy tính bảng Edutab 10.4 & Case da tặng Quà hot Hệ thống quản lý học tập & kiểm soát dành cho Phụ huynh trọn đời - Hàng Chính Hãng,5802000.0,4990000.0,14%,,,,,,,,,,,,,,Masstel,https://tiki.vn/may-tinh-bang-edutab-10-4-case-da-tang-qua-hot-he-thong-quan-ly-hoc-tap-kiem-soat-danh-cho-phu-huynh-tron-doi-p271284934.html?spid=271284941
Điện thoại OPPO Find N3 5G (16GB/512GB) - Hàng Chính Hãng,44990000.0,44990000.0,0%,,,,,,,,,,,,,,OPPO,https://tiki.vn/dien-thoai-oppo-find-n3-5g-16gb-512gb-hang-chinh-hang-p273098704.html?spid=273098708
